max_depth,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,presort,accuracy
[None],"['best', 'random']","[2, 10, 100]","[1, 10, 100]","[0.0, 0.1, 0.5, 0.3]","[None, 'auto', 'sqrt', 'log2', 1, 5, 10, 0.1, 0.5, 0.8]","[None, 2, 10, 100]","[0.0, 0.1, 0.0005, 1e-05]","[False, True]",prediction
,random,100,1,0.1,0.8,2,0.0005,True,0.7837078651685391
,random,100,100,0.30000000000000004,0.5,10,0.0005,False,0.7837078651685391
,best,2,100,0.1,5,100,0.0005,True,0.7837078651685391
,random,100,1,0.0,0.5,2,0.0005,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.8,2,0.0005,True,0.7837078651685391
,random,100,1,0.30000000000000004,0.5,100,0.0,False,0.7837078651685391
,best,10,100,0.30000000000000004,5,10,0.0005,False,0.7837078651685391
,best,100,100,0.30000000000000004,5,100,1e-05,True,0.7837078651685391
,best,2,100,0.1,0.5,2,1e-05,True,0.7837078651685391
,best,100,100,0.1,5,,0.1,True,0.7837078651685391
,random,100,1,0.0,10,2,0.1,True,0.7837078651685391
,random,10,10,0.1,,10,0.0005,True,0.7837078651685391
,random,100,10,0.0,10,100,0.1,False,0.7837078651685391
,best,100,10,0.1,0.5,10,0.1,True,0.7837078651685391
,random,2,10,0.30000000000000004,10,,0.0,False,0.7837078651685391
,best,100,1,0.30000000000000004,5,100,0.0,True,0.7837078651685391
,best,100,1,0.0,0.5,,0.1,False,0.7837078651685391
,best,10,10,0.30000000000000004,5,10,0.0,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,100,0.1,True,0.7837078651685391
,random,100,100,0.1,,100,0.0,False,0.7837078651685391
,random,10,100,0.1,0.8,100,0.1,True,0.7837078651685391
,random,100,100,0.1,10,100,0.0005,True,0.7837078651685391
,best,100,1,0.1,0.5,10,0.1,True,0.7837078651685391
,random,100,1,0.30000000000000004,,100,1e-05,True,0.7837078651685391
,random,10,10,0.30000000000000004,,2,0.0,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,100,1e-05,False,0.7837078651685391
,best,10,10,0.0,0.5,100,0.1,False,0.7837078651685391
,random,100,1,0.0,,100,0.1,True,0.7837078651685391
,random,100,100,0.0,0.8,100,1e-05,False,0.7837078651685391
,random,100,1,0.1,0.8,10,1e-05,False,0.7837078651685391
,random,2,10,0.1,0.5,2,1e-05,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,100,0.0005,True,0.7837078651685391
,best,10,1,0.30000000000000004,0.5,10,0.0005,True,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,10,0.1,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,10,0.0005,True,0.7837078651685391
,best,10,10,0.30000000000000004,5,10,0.0005,False,0.7837078651685391
,random,100,1,0.30000000000000004,0.5,10,1e-05,False,0.7837078651685391
,random,10,100,0.30000000000000004,10,,0.1,False,0.7837078651685391
,best,100,1,0.30000000000000004,0.5,2,0.0005,False,0.7837078651685391
,random,2,1,0.1,,,0.1,False,0.7837078651685391
,random,10,10,0.30000000000000004,10,10,0.0005,False,0.7837078651685391
,best,2,10,0.1,5,100,1e-05,False,0.7837078651685391
,best,100,100,0.1,5,,0.0,False,0.7837078651685391
,best,10,1,0.0,5,2,1e-05,True,0.7837078651685391
,best,10,10,0.30000000000000004,0.5,100,0.1,True,0.7837078651685391
,random,10,10,0.30000000000000004,10,100,0.1,True,0.7837078651685391
,random,100,100,0.30000000000000004,10,100,1e-05,False,0.7837078651685391
,random,100,10,0.30000000000000004,,,0.1,True,0.7837078651685391
,random,10,1,0.1,,10,0.1,False,0.7837078651685391
,random,100,100,0.0,10,100,0.0005,False,0.7837078651685391
,random,100,1,0.30000000000000004,0.8,2,0.1,True,0.7837078651685391
,best,100,100,0.0,5,100,0.1,True,0.7837078651685391
,best,100,100,0.0,5,,1e-05,False,0.7837078651685391
,random,100,10,0.0,10,2,0.1,False,0.7837078651685391
,random,100,100,0.1,10,100,0.0005,False,0.7837078651685391
,random,100,100,0.0,,2,1e-05,False,0.7837078651685391
,random,10,1,0.0,,100,0.0,False,0.7837078651685391
,random,2,10,0.1,,2,0.0005,False,0.7837078651685391
,random,2,10,0.0,0.8,100,0.1,True,0.7837078651685391
,random,10,10,0.1,0.8,10,0.0,True,0.7837078651685391
,random,2,10,0.30000000000000004,0.5,2,0.0005,True,0.7837078651685391
,best,100,100,0.30000000000000004,0.5,2,0.1,True,0.7837078651685391
,best,10,10,0.0,0.5,2,0.0,False,0.7837078651685391
,random,100,100,0.0,0.5,2,0.0005,True,0.7837078651685391
,random,100,10,0.0,,2,0.0005,False,0.7837078651685391
,random,10,100,0.0,0.5,100,1e-05,False,0.7837078651685391
,random,10,1,0.0,0.5,,0.1,False,0.7837078651685391
,random,10,10,0.1,,100,1e-05,True,0.7837078651685391
,random,2,100,0.0,0.5,2,0.0005,False,0.7837078651685391
,random,2,1,0.0,10,2,0.1,False,0.7837078651685391
,random,10,1,0.1,,100,0.1,False,0.7837078651685391
,random,10,1,0.0,,2,0.0,True,0.7837078651685391
,best,10,1,0.30000000000000004,5,10,0.0,True,0.7837078651685391
,random,2,10,0.30000000000000004,,,1e-05,False,0.7837078651685391
,random,10,10,0.30000000000000004,0.8,,0.0,False,0.7837078651685391
,random,100,10,0.0,0.8,10,0.1,False,0.7837078651685391
,random,100,10,0.0,10,2,0.0005,True,0.7837078651685391
,best,10,1,0.30000000000000004,0.5,,0.1,True,0.7837078651685391
,best,2,10,0.1,5,10,0.0005,True,0.7837078651685391
,best,2,100,0.30000000000000004,5,10,0.0,False,0.7837078651685391
,random,10,10,0.30000000000000004,,100,0.0005,True,0.7837078651685391
,best,100,10,0.30000000000000004,5,100,1e-05,True,0.7837078651685391
,random,2,100,0.30000000000000004,0.5,100,0.0,False,0.7837078651685391
,best,10,10,0.1,5,100,0.0005,False,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,2,0.0,False,0.7837078651685391
,best,2,10,0.0,0.5,2,0.0005,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,2,0.0,False,0.7837078651685391
,random,10,100,0.1,0.8,,0.0005,True,0.7837078651685391
,best,10,100,0.0,5,10,0.0005,False,0.7837078651685391
,random,100,100,0.0,0.5,2,0.1,True,0.7837078651685391
,random,2,100,0.1,10,10,0.0,True,0.7837078651685391
,best,2,100,0.0,5,,0.1,False,0.7837078651685391
,random,100,100,0.30000000000000004,10,2,0.1,True,0.7837078651685391
,random,10,10,0.30000000000000004,10,10,0.1,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,10,0.0005,False,0.7837078651685391
,random,10,1,0.30000000000000004,10,,0.0,True,0.7837078651685391
,random,2,1,0.30000000000000004,0.5,100,0.1,False,0.7837078651685391
,random,100,100,0.30000000000000004,0.5,2,0.0,True,0.7837078651685391
,random,2,100,0.30000000000000004,,2,0.0005,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,100,0.0005,False,0.7837078651685391
,random,2,1,0.1,,100,0.0,True,0.7837078651685391
,random,10,100,0.30000000000000004,,2,0.0,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,100,0.0005,True,0.7837078651685391
,random,2,10,0.0,0.5,2,0.1,True,0.7837078651685391
,random,100,1,0.30000000000000004,10,2,0.0005,False,0.7837078651685391
,best,100,100,0.0,0.5,,1e-05,False,0.7837078651685391
,random,100,100,0.30000000000000004,10,,0.0005,False,0.7837078651685391
,best,10,10,0.0,5,2,0.0005,False,0.7837078651685391
,random,10,100,0.30000000000000004,,10,0.0,True,0.7837078651685391
,random,2,100,0.1,10,100,0.0,False,0.7837078651685391
,best,100,100,0.30000000000000004,5,10,1e-05,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,100,0.1,False,0.7837078651685391
,random,100,100,0.30000000000000004,0.5,2,0.0,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,,1e-05,False,0.7837078651685391
,random,2,1,0.1,10,2,1e-05,True,0.7837078651685391
,random,10,100,0.0,,10,1e-05,True,0.7837078651685391
,random,2,1,0.30000000000000004,,,0.0,True,0.7837078651685391
,random,10,10,0.30000000000000004,,10,0.0,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,10,1e-05,True,0.7837078651685391
,random,2,100,0.30000000000000004,,10,1e-05,True,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,100,0.1,False,0.7837078651685391
,random,100,1,0.0,10,2,0.0,True,0.7837078651685391
,best,2,1,0.1,0.5,100,0.1,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,,0.0005,False,0.7837078651685391
,random,2,100,0.1,0.5,,0.0005,False,0.7837078651685391
,random,10,100,0.1,10,,0.1,False,0.7837078651685391
,random,2,1,0.30000000000000004,0.5,2,0.0005,False,0.7837078651685391
,random,100,100,0.0,,10,0.1,True,0.7837078651685391
,random,10,1,0.1,10,10,0.0,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,10,0.0005,True,0.7837078651685391
,random,100,100,0.1,0.5,2,1e-05,True,0.7837078651685391
,random,10,10,0.1,0.5,100,0.1,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,2,0.0005,True,0.7837078651685391
,random,2,1,0.30000000000000004,,2,0.1,True,0.7837078651685391
,random,100,100,0.30000000000000004,10,100,0.0005,False,0.7837078651685391
,random,10,100,0.1,0.5,10,0.1,True,0.7837078651685391
,random,2,10,0.1,,2,0.0,False,0.7837078651685391
,random,100,1,0.1,,10,0.0005,True,0.7837078651685391
,random,2,100,0.30000000000000004,10,100,0.0,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,2,0.0,True,0.7837078651685391
,best,10,1,0.1,5,2,0.0005,False,0.7837078651685391
,best,100,100,0.30000000000000004,5,,0.0,False,0.7837078651685391
,random,100,10,0.30000000000000004,,,0.0005,False,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,,0.1,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,10,1e-05,False,0.7837078651685391
,random,100,1,0.30000000000000004,10,10,0.0005,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.8,,0.1,True,0.7837078651685391
,random,10,100,0.30000000000000004,10,10,0.0,False,0.7837078651685391
,random,10,10,0.30000000000000004,0.5,,0.0,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,10,0.0005,False,0.7837078651685391
,random,100,1,0.1,0.5,,0.0,True,0.7837078651685391
,best,10,100,0.0,5,10,1e-05,False,0.7837078651685391
,random,2,10,0.0,10,,0.1,False,0.7837078651685391
,random,100,100,0.1,,2,1e-05,True,0.7837078651685391
,best,2,100,0.30000000000000004,0.5,,0.0,True,0.7837078651685391
,random,100,100,0.30000000000000004,0.5,,0.0,False,0.7837078651685391
,random,10,10,0.0,0.8,,0.1,True,0.7837078651685391
,random,2,10,0.1,,100,1e-05,True,0.7837078651685391
,random,10,10,0.1,0.8,10,0.0,False,0.7837078651685391
,best,2,1,0.30000000000000004,0.5,,0.1,False,0.7837078651685391
,best,10,100,0.30000000000000004,5,,0.0,False,0.7837078651685391
,random,100,10,0.1,0.5,,0.1,False,0.7837078651685391
,best,10,10,0.30000000000000004,0.5,,0.1,True,0.7837078651685391
,random,2,100,0.0,10,100,0.0005,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,2,0.0005,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,100,0.1,False,0.7837078651685391
,best,10,100,0.0,0.5,,1e-05,False,0.7837078651685391
,random,2,100,0.30000000000000004,,,1e-05,True,0.7837078651685391
,random,10,100,0.0,0.8,2,0.0005,False,0.7837078651685391
,random,100,100,0.0,0.8,2,1e-05,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,random,10,10,0.30000000000000004,,,0.0,False,0.7837078651685391
,random,100,1,0.1,0.8,2,0.0,True,0.7837078651685391
,random,10,100,0.0,,,0.0005,True,0.7837078651685391
,random,100,10,0.30000000000000004,10,10,0.1,True,0.7837078651685391
,random,2,100,0.30000000000000004,,10,1e-05,False,0.7837078651685391
,random,10,1,0.30000000000000004,,2,0.0005,False,0.7837078651685391
,best,100,1,0.1,0.5,2,0.1,False,0.7837078651685391
,random,10,100,0.30000000000000004,,100,0.0005,True,0.7837078651685391
,random,10,10,0.1,0.8,,1e-05,False,0.7837078651685391
,best,10,10,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,best,100,100,0.0,0.5,2,0.0,True,0.7837078651685391
,random,10,1,0.1,10,,0.1,False,0.7837078651685391
,best,10,100,0.1,5,10,0.0,False,0.7837078651685391
,random,100,1,0.30000000000000004,0.5,2,1e-05,True,0.7837078651685391
,random,100,1,0.30000000000000004,0.5,10,0.0,True,0.7837078651685391
,random,100,1,0.1,0.8,2,1e-05,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,100,0.0005,False,0.7837078651685391
,best,10,1,0.1,0.5,2,0.1,False,0.7837078651685391
,random,100,1,0.0,10,2,1e-05,True,0.7837078651685391
,random,100,100,0.1,,10,0.1,True,0.7837078651685391
,random,10,100,0.0,0.5,10,1e-05,True,0.7837078651685391
,random,10,100,0.0,0.5,,1e-05,False,0.7837078651685391
,random,100,100,0.1,,100,0.0005,True,0.7837078651685391
,random,2,10,0.0,,10,0.1,True,0.7837078651685391
,random,2,1,0.1,10,10,0.1,True,0.7837078651685391
,random,100,100,0.30000000000000004,,2,0.0,True,0.7837078651685391
,random,100,100,0.30000000000000004,0.5,2,1e-05,True,0.7837078651685391
,random,2,100,0.1,0.5,2,1e-05,False,0.7837078651685391
,best,10,100,0.30000000000000004,5,100,0.1,True,0.7837078651685391
,best,100,1,0.30000000000000004,0.5,100,1e-05,False,0.7837078651685391
,random,2,10,0.30000000000000004,10,,0.1,True,0.7837078651685391
,random,2,100,0.0,0.8,100,1e-05,True,0.7837078651685391
,random,2,100,0.30000000000000004,,,1e-05,False,0.7837078651685391
,random,10,100,0.0,0.8,10,0.1,True,0.7837078651685391
,best,2,10,0.1,5,2,0.0005,False,0.7837078651685391
,random,10,1,0.1,0.8,100,1e-05,False,0.7837078651685391
,random,2,1,0.1,10,2,0.0,True,0.7837078651685391
,random,2,10,0.30000000000000004,,10,1e-05,True,0.7837078651685391
,random,100,10,0.1,0.5,2,0.0,True,0.7837078651685391
,random,10,10,0.1,0.5,2,0.1,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,random,100,10,0.1,0.8,10,0.1,True,0.7837078651685391
,random,100,100,0.1,10,2,1e-05,True,0.7837078651685391
,random,100,10,0.1,0.5,100,0.1,True,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,,0.0,True,0.7837078651685391
,random,100,100,0.1,10,100,0.0,True,0.7837078651685391
,random,10,1,0.0,0.8,2,0.1,True,0.7837078651685391
,random,100,100,0.0,,,0.1,False,0.7837078651685391
,best,100,1,0.30000000000000004,0.5,2,0.0005,True,0.7837078651685391
,random,100,10,0.0,0.8,,0.1,True,0.7837078651685391
,random,100,100,0.0,0.5,2,0.0,False,0.7837078651685391
,best,10,100,0.0,5,,0.0,True,0.7837078651685391
,random,10,1,0.0,0.5,2,0.0,True,0.7837078651685391
,random,100,100,0.0,10,,0.0,False,0.7837078651685391
,random,100,100,0.0,10,10,1e-05,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,,0.0,False,0.7837078651685391
,random,10,1,0.30000000000000004,10,2,0.0,False,0.7837078651685391
,random,2,100,0.1,10,10,0.1,False,0.7837078651685391
,best,2,1,0.30000000000000004,5,,0.0,True,0.7837078651685391
,best,100,10,0.30000000000000004,0.5,2,0.0,False,0.7837078651685391
,random,10,10,0.30000000000000004,0.5,,0.1,False,0.7837078651685391
,random,100,1,0.30000000000000004,,2,0.1,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,10,1e-05,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,2,0.1,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,100,0.1,True,0.7837078651685391
,best,2,100,0.1,0.5,10,1e-05,True,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,2,1e-05,False,0.7837078651685391
,random,2,10,0.1,10,10,0.0,True,0.7837078651685391
,random,2,10,0.1,0.8,,0.1,False,0.7837078651685391
,random,100,100,0.1,0.8,,0.0,False,0.7837078651685391
,best,100,1,0.30000000000000004,5,100,0.1,True,0.7837078651685391
,best,10,1,0.0,0.5,100,0.1,False,0.7837078651685391
,random,100,10,0.30000000000000004,,10,0.1,True,0.7837078651685391
,random,2,1,0.30000000000000004,10,100,0.0005,False,0.7837078651685391
,best,2,10,0.30000000000000004,5,2,1e-05,False,0.7837078651685391
,random,2,100,0.1,0.8,10,0.0005,True,0.7837078651685391
,random,100,10,0.30000000000000004,0.5,100,0.0005,True,0.7837078651685391
,best,10,100,0.1,5,100,1e-05,True,0.7837078651685391
,random,10,100,0.0,,100,1e-05,False,0.7837078651685391
,random,2,10,0.0,,2,0.0005,False,0.7837078651685391
,random,10,100,0.1,10,10,0.0005,False,0.7837078651685391
,best,100,100,0.0,5,,0.0,False,0.7837078651685391
,random,10,10,0.1,0.8,2,0.0,False,0.7837078651685391
,random,10,10,0.1,,2,0.0005,True,0.7837078651685391
,random,10,100,0.30000000000000004,0.5,2,0.1,False,0.7837078651685391
,best,2,10,0.1,5,100,0.0005,True,0.7837078651685391
,best,10,1,0.1,0.5,2,0.0005,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,2,0.0,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,,1e-05,True,0.7837078651685391
,random,2,10,0.1,,,0.1,True,0.7837078651685391
,random,100,10,0.1,,100,0.1,True,0.7837078651685391
,random,10,100,0.1,,10,0.1,False,0.7837078651685391
,best,10,100,0.0,0.5,100,0.0005,True,0.7837078651685391
,random,100,1,0.1,0.8,100,1e-05,False,0.7837078651685391
,random,10,1,0.30000000000000004,,,0.0,True,0.7837078651685391
,random,2,100,0.1,0.8,,0.0005,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,2,1e-05,False,0.7837078651685391
,best,10,10,0.1,5,10,0.1,True,0.7837078651685391
,random,100,100,0.30000000000000004,0.8,,0.0005,False,0.7837078651685391
,best,2,100,0.30000000000000004,5,2,0.1,False,0.7837078651685391
,random,100,100,0.1,0.5,100,1e-05,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,random,10,10,0.0,,10,0.1,False,0.7837078651685391
,random,10,100,0.30000000000000004,0.8,10,0.0,False,0.7837078651685391
,best,100,10,0.0,0.5,2,1e-05,True,0.7837078651685391
,random,100,100,0.30000000000000004,,100,0.0005,True,0.7837078651685391
,random,10,100,0.0,0.8,10,1e-05,False,0.7837078651685391
,best,100,100,0.30000000000000004,0.5,10,1e-05,False,0.7837078651685391
,random,10,100,0.1,10,100,0.0,True,0.7837078651685391
,random,2,10,0.30000000000000004,0.5,2,1e-05,True,0.7837078651685391
,random,100,100,0.1,0.5,,1e-05,False,0.7837078651685391
,random,2,1,0.30000000000000004,,10,1e-05,True,0.7837078651685391
,random,2,10,0.30000000000000004,0.8,10,0.0,True,0.7837078651685391
,best,10,100,0.1,5,,1e-05,False,0.7837078651685391
,random,10,100,0.30000000000000004,10,10,1e-05,True,0.7837078651685391
,best,100,100,0.30000000000000004,5,10,0.0005,False,0.7837078651685391
,random,10,100,0.1,0.8,2,0.0,True,0.7837078651685391
,random,2,10,0.30000000000000004,10,,0.0,True,0.7837078651685391
,random,10,100,0.30000000000000004,,,0.0005,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.5,,1e-05,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,10,1e-05,False,0.7837078651685391
,random,10,100,0.1,,,1e-05,True,0.7837078651685391
,best,100,10,0.0,0.5,100,0.1,True,0.7837078651685391
,random,2,10,0.1,10,100,0.0,True,0.7837078651685391
,random,10,100,0.0,,100,0.0,False,0.7837078651685391
,random,10,1,0.1,10,2,0.0,False,0.7837078651685391
,random,10,10,0.0,10,2,0.0005,True,0.7837078651685391
,best,100,100,0.0,5,2,1e-05,True,0.7837078651685391
,random,100,100,0.1,10,,0.1,True,0.7837078651685391
,random,100,100,0.0,0.5,2,1e-05,False,0.7837078651685391
,best,100,1,0.0,5,100,0.1,False,0.7837078651685391
,random,2,100,0.0,0.8,2,0.1,True,0.7837078651685391
,best,2,100,0.0,5,10,1e-05,True,0.7837078651685391
,random,2,10,0.30000000000000004,,10,0.0,False,0.7837078651685391
,best,2,1,0.30000000000000004,5,2,0.1,True,0.7837078651685391
,random,10,10,0.0,0.5,,0.1,True,0.7837078651685391
,best,10,10,0.1,0.5,,0.1,True,0.7837078651685391
,random,10,10,0.30000000000000004,,,1e-05,True,0.7837078651685391
,best,100,100,0.30000000000000004,5,100,0.0005,False,0.7837078651685391
,best,100,100,0.30000000000000004,5,,0.0005,False,0.7837078651685391
,random,2,100,0.1,0.8,2,0.1,True,0.7837078651685391
,random,10,100,0.1,0.8,10,0.0005,False,0.7837078651685391
,random,10,100,0.30000000000000004,10,10,0.1,False,0.7837078651685391
,best,10,1,0.30000000000000004,0.5,2,0.0005,True,0.7837078651685391
,random,10,10,0.0,0.8,2,0.0005,False,0.7837078651685391
,random,100,100,0.0,,10,0.0,False,0.7837078651685391
,random,2,10,0.30000000000000004,,,0.1,False,0.7837078651685391
,random,2,10,0.0,10,10,0.1,True,0.7837078651685391
,random,100,1,0.30000000000000004,10,2,0.0,False,0.7837078651685391
,random,10,1,0.0,,2,0.1,False,0.7837078651685391
,random,10,100,0.30000000000000004,10,100,0.0005,True,0.7837078651685391
,random,100,100,0.0,10,,1e-05,False,0.7837078651685391
,random,2,1,0.30000000000000004,0.5,10,0.0,True,0.7837078651685391
,best,10,10,0.1,5,100,0.1,True,0.7837078651685391
,random,10,100,0.30000000000000004,0.8,10,1e-05,False,0.7837078651685391
,best,2,1,0.0,0.5,,0.1,False,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,,0.0,False,0.7837078651685391
,random,100,100,0.30000000000000004,0.8,2,0.0,True,0.7837078651685391
,best,10,10,0.0,0.5,2,1e-05,True,0.7837078651685391
,best,100,100,0.0,0.5,100,0.0,True,0.7837078651685391
,random,2,100,0.0,10,2,0.0,False,0.7837078651685391
,best,10,1,0.30000000000000004,5,100,0.0,False,0.7837078651685391
,random,10,1,0.30000000000000004,10,2,0.1,True,0.7837078651685391
,random,100,1,0.30000000000000004,0.8,100,0.0,True,0.7837078651685391
,best,100,1,0.0,0.5,2,0.0,False,0.7837078651685391
,random,10,10,0.1,0.5,,0.0005,True,0.7837078651685391
,random,2,1,0.0,10,,0.1,False,0.7837078651685391
,best,10,100,0.1,0.5,2,0.0,False,0.7837078651685391
,random,10,100,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,best,2,1,0.30000000000000004,5,2,1e-05,True,0.7837078651685391
,best,2,100,0.30000000000000004,5,,0.0,False,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,10,0.1,False,0.7837078651685391
,random,10,10,0.0,0.5,100,0.1,False,0.7837078651685391
